ad_creation_time,ad_creative_body,ad_creative_link_caption,ad_creative_link_description,ad_creative_link_title,ad_delivery_start_time,ad_delivery_stop_time,currency,funding_entity,page_id,page_name,spend_lower,spend_upper,adlib_id,impressions_lower,impressions_upper,potential_reach_lower,potential_reach_upper,ad_snapshot_url
2020-07-13,"同婚只是平權的起點，每月 234 元支持「不再恐同計畫」，別讓推動平權的路隨時可能回到原點 👉https://pse.is/TZP9V
#每月234元 #愛相隨 💓
#讓彩虹在台灣的天空持續飄揚
　　　　　　　
我們是「彩虹平權大平台」🌈
　　　　　
▶ 過去 3 年，我們一起推動「婚姻平權」的時代巨輪。

我們以「婚姻平權大平台」的身分主辦「兩好三壞」公投宣導和「最後表決 表決不能輸！」，並合辦「 2019 台灣同志遊行」等近千場活動。去年 5/17，在傾盆大雨中，大平台與近五萬位群眾在立院外，見證雨過天晴，歡慶同志婚姻合法化的那個瞬間。
　　　
▶ 未來 3 年，我們需要長期且穩定的支持，阻止更多因歧視造成的悲劇！
　　　　
雖然同婚通過，但壓抑著同志們的歧視和偏見卻沒有消失。蛻變為「彩虹平權大平台」的我們，希望再向前踏出重要一步，在法律、社會、政治、國際四大關鍵領域落實平權，阻止下一個歧視造成的悲劇發生。
　　　　
議題的倡議、行動，以及團隊的長期運作，都需要大量且穩定的資源投入。往年大平台僅能在一場場募款活動中籌措經費，並勉強維持組織的營運。若沒有長期穩定的支持，一路以來在平權付出的努力可能隨時回到原點，同志族群更不知何時才能脫離難熬的歧視和偏見...
　　 　　
▶ 一起支持集資計畫，讓大平台有力量完成婚姻平權的未竟之事，持續推動「#共同收養」、「#人工生殖」和「#跨國同婚」，以及草擬「#平等法」來完善同志權利法案來保障同志基本權益。
　　　　　　　　
需要你定期支持計畫，讓台灣迎向真正平等的「彩虹好日」，人人都能真正自在地做自己！
　　　　　
🌈 集資計畫尚需 2,300 人支持
邀請你用每天 8 元支持計畫，讓台灣朝彩虹平權更進一步
👉https://pse.is/TZ5PW
　　　　
#彩虹平權大平台　
#看見彩虹好日 #不再恐同集資計畫",看見彩虹好日.不再恐同計畫,每月 234 元，力挺平權！,🌈 定期支持「不再恐同計畫」，推動同志「共同收養」和「人工生殖」等基本權益！,2020-07-13,2020-07-15,TWD,彩虹平權大平台,200363073753153,彩虹平權大平台,0,99,331015268295239,0,999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=331015268295239&access_token={access_token}
2020-07-13,"同婚只是平權的起點，每月 234 元支持「不再恐同計畫」，別讓推動平權的路隨時可能回到原點 👉https://pse.is/TZP9V
#每月234元 #愛相隨 💓
#讓彩虹在台灣的天空持續飄揚
　　　　　　　
我們是「彩虹平權大平台」🌈
　　　　　
▶ 過去 3 年，我們一起推動「婚姻平權」的時代巨輪。

我們以「婚姻平權大平台」的身分主辦「兩好三壞」公投宣導和「最後表決 表決不能輸！」，並合辦「 2019 台灣同志遊行」等近千場活動。去年 5/17，在傾盆大雨中，大平台與近五萬位群眾在立院外，見證雨過天晴，歡慶同志婚姻合法化的那個瞬間。
　　　
▶ 未來 3 年，我們需要長期且穩定的支持，阻止更多因歧視造成的悲劇！
　　　　
雖然同婚通過，但壓抑著同志們的歧視和偏見卻沒有消失。蛻變為「彩虹平權大平台」的我們，希望再向前踏出重要一步，在法律、社會、政治、國際四大關鍵領域落實平權，阻止下一個歧視造成的悲劇發生。
　　　　
議題的倡議、行動，以及團隊的長期運作，都需要大量且穩定的資源投入。往年大平台僅能在一場場募款活動中籌措經費，並勉強維持組織的營運。若沒有長期穩定的支持，一路以來在平權付出的努力可能隨時回到原點，同志族群更不知何時才能脫離難熬的歧視和偏見...
　　 　　
▶ 一起支持集資計畫，讓大平台有力量完成婚姻平權的未竟之事，持續推動「#共同收養」、「#人工生殖」和「#跨國同婚」，以及草擬「#平等法」來完善同志權利法案來保障同志基本權益。
　　　　　　　　
需要你定期支持計畫，讓台灣迎向真正平等的「彩虹好日」，人人都能真正自在地做自己！
　　　　　
🌈 集資計畫尚需 2,300 人支持
邀請你用每天 8 元支持計畫，讓台灣朝彩虹平權更進一步
👉https://pse.is/TZ5PW
　　　　
#彩虹平權大平台　
#看見彩虹好日 #不再恐同集資計畫",看見彩虹好日.不再恐同計畫,每月 234 元，力挺平權！,🌈 定期支持「不再恐同計畫」，推動同志「共同收養」和「人工生殖」等基本權益！,2020-07-13,2020-07-14,TWD,彩虹平權大平台,200363073753153,彩虹平權大平台,0,99,351933835799135,0,999,100001,500000,https://www.facebook.com/ads/archive/render_ad/?id=351933835799135&access_token={access_token}
2020-07-13,"「我們的目標，是讓所有人都能被平等對待、自在生活！」定期捐款支持「#不再恐同計畫」，讓台灣離「#彩虹平權」更進一步 👉https://pse.is/TZ5PW
　　　　
去年五月，近五萬位群眾在立院外，見證暴雨轉為晴天，歡慶同性婚姻合法、彩虹掛在天邊的瞬間。但同婚通過，歧視和偏見並沒有消失。為了讓平權真正落實，大平台發起「看見彩虹好日｜不再恐同計畫」，也希望透過豐富且充滿心意的回饋品，讓我們一起讓愛相隨 👇
　　　
🔶 #愛無懼 #台灣歌手挺平權合作EP
為慶祝台灣成為亞洲第一個通過同婚的先鋒，大平台與國際組織 The Red Hot Organization 合作，邀請「 盧廣仲 、 9m88 、 鄭宜農 Enno Cheng  、 葉穎 Leaf Yeh、 Zooey Wonder 黃玠瑋 」 5 位歌手錄製合作 EP，用音樂慶賀台灣性平運動的一大步！
　　　　　　　　　
🔶 #524同婚元年 #紀念徽章
為紀念同婚一週年設計的徽章，一起為台灣的進步而驕傲！
　　　　　　　　　　
🔶 #日日好日 #公投紀念手帳
裸背線裝設計、搭配溫潤富有手感的方格紙筆記頁，讓手帳陪伴、記錄你每天的生活，一起迎向溫暖和煦的每個明天。
　　　
🔶 #幸福流年 #雙人枕頭套組
用同一個枕頭套，做伴侶最好的陪伴和依靠；並讓所有的不快、煩惱都在夢中雨過天青。
　　　　
🔶 #驕傲飄揚 #六色彩旗
撐起彩虹旗，讓世界看見值得驕傲的台灣！
　　　　　
🔶 #雨過天青 #婚姻平權精裝攝影集
紀錄 2016 年至今，同志婚權運動歷經協商、釋憲、修法、公投、三讀迄今的汗水、淚水與驕傲。
　　　　　　　　　　　
#你的支持，#讓台灣朝彩虹平權更進一步
一起支持集資計畫，讓大平台有力量完成婚姻平權的未竟之事，持續推動「#共同收養」、「#人工生殖」和「#跨國同婚」，以及草擬「#平等法」來完善同志權利法案來保障同志基本權益。
　　　　　　　　
需要你定期支持計畫，讓台灣迎向真正平等的「彩虹好日」，人人都能真正自在地做自己！
　　　　　
🌈 集資計畫尚需 2,300 人支持
邀請你用每天 8 元支持計畫，讓台灣朝彩虹平權更進一步
👉https://pse.is/TZ5PW
　　　　
#彩虹平權大平台　
#看見彩虹好日 #不再恐同集資計畫",https://pse.is/TZ5PW,NA,彩虹平權大平台,2020-07-13,2020-07-24,TWD,彩虹平權大平台,200363073753153,彩虹平權大平台,2000,2499,2614148472172000,35000,39999,100001,500000,https://www.facebook.com/ads/archive/render_ad/?id=2614148472172000&access_token={access_token}
2020-07-13,"同婚只是平權的起點，每月 234 元支持「不再恐同計畫」，別讓推動平權的路隨時可能回到原點 👉https://pse.is/TZP9V
#每月234元 #愛相隨 💓
#讓彩虹在台灣的天空持續飄揚
　　　　　　　
我們是「彩虹平權大平台」🌈
　　　　　
▶ 過去 3 年，我們一起推動「婚姻平權」的時代巨輪。

我們以「婚姻平權大平台」的身分主辦「兩好三壞」公投宣導和「最後表決 表決不能輸！」，並合辦「 2019 台灣同志遊行」等近千場活動。去年 5/17，在傾盆大雨中，大平台與近五萬位群眾在立院外，見證雨過天晴，歡慶同志婚姻合法化的那個瞬間。
　　　
▶ 未來 3 年，我們需要長期且穩定的支持，阻止更多因歧視造成的悲劇！
　　　　
雖然同婚通過，但壓抑著同志們的歧視和偏見卻沒有消失。蛻變為「彩虹平權大平台」的我們，希望再向前踏出重要一步，在法律、社會、政治、國際四大關鍵領域落實平權，阻止下一個歧視造成的悲劇發生。
　　　　
議題的倡議、行動，以及團隊的長期運作，都需要大量且穩定的資源投入。往年大平台僅能在一場場募款活動中籌措經費，並勉強維持組織的營運。若沒有長期穩定的支持，一路以來在平權付出的努力可能隨時回到原點，同志族群更不知何時才能脫離難熬的歧視和偏見...
　　 　　
▶ 一起支持集資計畫，讓大平台有力量完成婚姻平權的未竟之事，持續推動「#共同收養」、「#人工生殖」和「#跨國同婚」，以及草擬「#平等法」來完善同志權利法案來保障同志基本權益。
　　　　　　　　
需要你定期支持計畫，讓台灣迎向真正平等的「彩虹好日」，人人都能真正自在地做自己！
　　　　　
🌈 集資計畫尚需 2,300 人支持
邀請你用每天 8 元支持計畫，讓台灣朝彩虹平權更進一步
👉https://pse.is/TZ5PW
　　　　
#彩虹平權大平台　
#看見彩虹好日 #不再恐同集資計畫",看見彩虹好日.不再恐同計畫,每月 234 元，力挺平權！,🌈 定期支持「不再恐同計畫」，推動同志「共同收養」和「人工生殖」等基本權益！,2020-07-13,2020-07-16,TWD,彩虹平權大平台,200363073753153,彩虹平權大平台,0,99,2710276309244398,0,999,100001,500000,https://www.facebook.com/ads/archive/render_ad/?id=2710276309244398&access_token={access_token}
2020-07-13,"同婚只是平權的起點，每月 234 元支持「不再恐同計畫」，別讓推動平權的路隨時可能回到原點 👉https://pse.is/TZP9V
#每月234元 #愛相隨 💓
#讓彩虹在台灣的天空持續飄揚
　　　　　　　
我們是「彩虹平權大平台」🌈
　　　　　
▶ 過去 3 年，我們一起推動「婚姻平權」的時代巨輪。

我們以「婚姻平權大平台」的身分主辦「兩好三壞」公投宣導和「最後表決 表決不能輸！」，並合辦「 2019 台灣同志遊行」等近千場活動。去年 5/17，在傾盆大雨中，大平台與近五萬位群眾在立院外，見證雨過天晴，歡慶同志婚姻合法化的那個瞬間。
　　　
▶ 未來 3 年，我們需要長期且穩定的支持，阻止更多因歧視造成的悲劇！
　　　　
雖然同婚通過，但壓抑著同志們的歧視和偏見卻沒有消失。蛻變為「彩虹平權大平台」的我們，希望再向前踏出重要一步，在法律、社會、政治、國際四大關鍵領域落實平權，阻止下一個歧視造成的悲劇發生。
　　　　
議題的倡議、行動，以及團隊的長期運作，都需要大量且穩定的資源投入。往年大平台僅能在一場場募款活動中籌措經費，並勉強維持組織的營運。若沒有長期穩定的支持，一路以來在平權付出的努力可能隨時回到原點，同志族群更不知何時才能脫離難熬的歧視和偏見...
　　 　　
▶ 一起支持集資計畫，讓大平台有力量完成婚姻平權的未竟之事，持續推動「#共同收養」、「#人工生殖」和「#跨國同婚」，以及草擬「#平等法」來完善同志權利法案來保障同志基本權益。
　　　　　　　　
需要你定期支持計畫，讓台灣迎向真正平等的「彩虹好日」，人人都能真正自在地做自己！
　　　　　
🌈 集資計畫尚需 2,300 人支持
邀請你用每天 8 元支持計畫，讓台灣朝彩虹平權更進一步
👉https://pse.is/TZ5PW
　　　　
#彩虹平權大平台　
#看見彩虹好日 #不再恐同集資計畫",看見彩虹好日.不再恐同計畫,每月 234 元，力挺平權！,🌈 定期支持「不再恐同計畫」，推動同志「共同收養」和「人工生殖」等基本權益！,2020-07-13,2020-07-19,TWD,彩虹平權大平台,200363073753153,彩虹平權大平台,0,99,204002384315796,0,999,500001,1000000,https://www.facebook.com/ads/archive/render_ad/?id=204002384315796&access_token={access_token}
2020-07-10,"新憲公投聽證會進不去❓️ ＃來直播派對吧❗️​
報名這邊請👉️ ​ https://bit.ly/3goZION​
​
新憲公投聽證會，7月14日，我們來了❗️​
​
＃即時轉播 ＃現場實況 ＃專家講解",NA,NA,NA,2020-07-11,2020-07-13,TWD,台灣制憲基金會 TNC,2199675410320212,台灣制憲基金會 TNC,700,799,292382055313955,4000,4999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=292382055313955&access_token={access_token}
2020-07-09,"中華民國憲法到底出了什麼問題？🤔​
#為什麼我們需要制定一部新憲法？👍​
憲法是什麼？它又與我們生活有什麼關係？👀​
　​
答案，就在觸手可及的下方圖片👇​
--------------------------------------------------------​
我們的公投連署下載連結（＃已送件但仍可持續連署）：​
​
（為因應現行公投法，我們將在第一階段『＃同時連署』下列兩案，待第一階段過關後將統整提案）​
　​
第一個直球對決為：⚾️​
「＃您是否同意要求總統推動制定一部符合台灣現狀的新憲法？」​
連結：https://bit.ly/2WtBTic​
　​
第二個變化球為：⚾️​
「＃您是否同意要求總統啟動憲法改造工程？」​
連結：https://bit.ly/2xdaiqI​
​
填寫完成請回傳：​
台北市中山區松江路266號3樓（台灣制憲基金會收）🙏​
--------------------------------------------------------​
有趣的看IG🔥：tnc1926​
愛影片的去YT🎉：https://bit.ly/3cY0YH3​
詳細的在官網💡：www.tnc-ref.org.tw",NA,NA,NA,2020-07-10,2020-07-16,TWD,台灣制憲基金會 TNC,2199675410320212,台灣制憲基金會 TNC,2000,2499,273471343915282,40000,44999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=273471343915282&access_token={access_token}
2020-07-09,"大平台夥伴分享：無論「#跨性別」或「#同志」，我們都沒有不同！一樣努力生活、並一起向更平等的未來前行 👉https://bit.ly/2UueHyq
　　
🔶#湯姆，一個出生時，有著女性身體的男生
　　　
從小，湯姆就覺得自己跟別人不一樣：他被人們稱作「女生」，卻只對女生抱有戀愛的感情；他不喜歡長髮、卻留了一頭長髮；他每次逛服裝店都只敢偷偷盯著男裝區看，卻始終不敢向前一步。他就像隻溺水的魚，每分每秒都很害怕，常常被恐懼逼得喘不過氣...
　　　
直到有一天，湯姆在網路上逛到跨性別版，看到大家分享生命故事，說「自己的靈魂裝錯了身體」，終於找到歸屬感的湯姆痛哭了一場，並開始研究跨性別手術。之後，湯姆加入了大平台，把生命中承受的性別錯置的痛苦，轉換為致力於投入平權運動的能量。
　　　
🔶 #筑媛，平權運動是「追尋一個可實現的夢」
　　　
研究所是筑媛人生的轉捩點，他踏入社會運動，並跟一個女孩談起人生第一場戀愛。當時媽媽雖然沒有「明確反對」，卻曾暗示他「有機會可以交男友」，如果遇到「其他緣分」就和平分手...。後來，因緣際會之下，筑媛進入大平台，在第一線為了推動法案、對抗反同公投等目標努力。
　　　
在前線進行倡議跟運動是很辛苦的工作，能擁有的私人生活很少。但支撐筑媛的除了理念、夥伴，還有他最常問自己的問題：「10 年之後，我希望擁有什麼樣的未來？我會怎麼回頭看這兩三年？」
　　　
對筑媛來說，推動性別平權的過程，是在這個不是最好也不是最壞的時代中，追尋一個可實現的夢。
　　　
🔶 請支持「彩虹平權大平台」，讓我們一起走向值得期待的未來
　　
十年後，你希望台灣擁有什麼樣的未來？我們希望靠努力和累積，邁向真正沒有歧視、偏見的未來。請支持「彩虹平權大平台」的「不再恐同集資計畫」，一起在法律、社會、政治、國際四大關鍵領域落實平權，阻止下一個歧視造成的悲劇發生！
　　　
--
🌈 「不再恐同計畫」尚需 2,500 人支持，邀請你一起為平等的社會努力
>> https://bit.ly/2UueHyq
　　
#彩虹平權大平台　
#看見彩虹好日 #不再恐同集資計畫",https://bit.ly/2UueHyq,支持計畫.力挺平權,🌈 大平台夥伴分享 💬 請支持「不再恐同計畫」，不讓更多人被歧視和惡意所傷害！,2020-07-13,2020-07-13,TWD,彩虹平權大平台,200363073753153,彩虹平權大平台,0,99,327409244917452,0,999,500001,1000000,https://www.facebook.com/ads/archive/render_ad/?id=327409244917452&access_token={access_token}
2020-07-08,"新憲公投聽證會進不去❓️ ＃來直播派對吧❗️​
報名這邊請👉️ ​ https://bit.ly/3goZION​
​
新憲公投聽證會，7月14日，我們來了❗️​
​
＃即時轉播 ＃現場實況 ＃專家講解",NA,NA,NA,2020-07-09,2020-07-10,TWD,台灣制憲基金會 TNC,2199675410320212,台灣制憲基金會 TNC,200,299,620574701894056,2000,2999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=620574701894056&access_token={access_token}
2020-07-07,"「人家只說裝冷氣，又沒說你可以吹」
　
黃士修表示，希望政院也要教育小朋友「你們吹的冷氣是大人們的肺換來的，而且很快會輪到你們...」
　
#蘇貞昌 #冷氣 #政策紅包",udn.com,行政院長蘇貞昌昨表示，兩年內國中小全面加裝冷氣。以核養綠公投發起人黃士修從用電角度分析表示，「人家只說裝冷氣，又沒說你可以吹」。黃說，現在政府高層都相信，台灣不缺電也不缺綠電，似乎只要有愛，有台灣價值...,國中小裝冷氣電哪來？ 黃士修：蘇揆只說裝 又沒說可吹 ,2020-07-08,2020-07-11,TWD,udn.com 聯合新聞網,241284961029,udn.com 聯合新聞網,0,99,279576480044611,0,999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=279576480044611&access_token={access_token}
2020-07-02,"【 該留的不留、該拆的不拆：柯市長，你還記得你的承諾嗎？】

#社子島現況
台北市社子島開發計畫將採全區區段徵收，監察院6月18日通過糾正，並列舉8項違失。監委趙永清、高涌誠於記者會表示，社子島陳情案數量非常巨大，開發案件引起社子島居民恐慌、強烈反彈，自108年3月起陸續向監院陳情。經監院立案調查後，發現有8項違失，其中3項對台北市政府提出糾正。其他各項，台北市政府及內政部應檢討改進。

騎單車徜徉美麗的淡水河邊自行車道，會經過社子島的邊緣，在過度滿載開發的台北市區的一角，藏著這一片有農地、有小工廠和居民院落的沙洲島嶼。社子島是基隆河和淡水河的冲積平原，面積約294公頃。1963年葛樂禮颱風造成台北大淹水。1970年，社子島被劃為洪水氾濫區，從此全面禁建，社子人無法蓋新建築物容納新增的人口，連破損老舊的房舍都無法改建，新增加的每一磚瓦都屬於違建，公共設施嚴重缺乏，生活品質極度惡劣。在社子，時光彷彿停滯，居民等待政府解禁，還給他們公道和明天的希望。

#柯市長用不當民調為錯誤政策背書
柯文哲市長上任後，曾表示社子島禁建是政府對不起人民，並經由所謂i-Voting在所提出來的三個計畫中，選擇生態社子島選項。市府雖宣稱該計畫是經由投票獲得支持，該次i-Voting投票率僅約3成5，該選項投票者略低於6成，也就是說支持該選項的社子人僅約20%。

事實上，大多數居民這3個選項都不要，他們真正需要的是解除禁建，但柯市府並未給居民其他選擇。而所謂的生態社子島計畫，是非常殘忍的，以全區區段徵收的方式，將地表所有一切全部抹掉剷平，重新蓋道路、蓋水道，以及密集的住宅大樓。原來社子約一萬多居民，被完全排除在規畫之外，名下擁有房地產者，依照區段徵收規定取回部分利益。沒有產權的居民，將會被逐出而流離失所。在新的開發計畫裡，社子島原來在地的紋理、歷史文化、人際網絡都將被粗暴地用推土機推平，成為一塊全新的空白畫布，任由開發商大展手腳。

#台北大學廖桂賢教授撰文指出_社子島開發計畫呈現3個重大問題：
第一，專業的傲慢：規劃過程無視居民的意見。雖然柯市府辦過幾場說明會，貌似有做「公民參與」。但是根本沒有雙向溝通，只是單方面的「告知」。開發方案雖舉辦i-Voting，貌似做到「居民自決」。然而作為選項的三個方案完全沒有經過居民討論，因而仍被當地里長批評為黑箱作業。過去幾年來，社子島居民及民間專家學者，遵循正式管道以理性提出許多意見，社子島自救會也在台北市政府開了無數次的記者會，這些意見完全被忽視。

第二，專業的失能：計畫內容無視社子島原有脈絡。被禁限建之前，社子島就已存在許多聚落，超過百年的歷史。社子島的文化資產不僅是單棟的歷史建築，還有因禁限建而保留下來的聚落紋理，是社子島、甚至是台北市的文化資產，記錄著台北的空間演進除了有形的文化資產，社子島也有無形的文化資產，元宵節時的「夜弄土地公」就是一例。社子島也有社會資產，正因為還保留著傳統的聚落紋理，讓緊密的鄰里關係也保留下來，柯文哲及市府規劃官僚對社子島歷史與內涵的無知，原有脈絡的忽視不能原諒。

第三，專業的失職：計畫審議屢屢通過不專業的計畫。社子島開發計畫牽涉的是300多公頃土地、1萬多民眾的生計，甚至還可能主宰了弱勢居民的生死。然而，這茲事體大，卻不專業（暴力、無視現有脈絡）的都市計畫，竟可以一路過關斬將。在多數都市計畫委員的眼中，都市計畫僅狹隘地牽涉硬體空間，沒有關注到真實居住在土地上的人。台灣都市計畫審議顯然僅能促使政府提出的計畫做微小修正，但卻無法發揮把關的功能。表示台灣的都市計畫審查機制出了嚴重的問題。

#在地自救會6月9日再召開記者會主張：
1. 社子島自救會居民反對剷平式的開發計畫，九大聚落以及文資，應予保存。
2.內政部都委會應重新修正計畫。
3. 重大爭議未解，內政部都委會不應同意核准主計畫及細部計畫。
自救會指出，社子島居民有42%反對區段徵收，僅有3.66%支持開發，要求應辦理「全區區段徵收公益性及必要性的聽證」，因為居民無法接受所謂「保護社子島地區居民生命財產安全」的都市計畫，是將部份居民逐出社子島，任其流離失所，自生自滅。

#綠黨呼籲：
財產權及居住權，是基本人權。土地區段徵收制度，任由少數都市計畫委員決定，授權地方政府奪取人民的家園，已經嚴重侵害人權。何況現行法令區段徵收方式辦理土地開發，除應該符合「公益性與必要性」原則外，亦應該符合「適當性、最後手段、 以及完全補償」之原則。台北市政府及內政部在本案並未符合上述原則。所謂生態社子島計畫形同滅村，其內涵既無對人的思考，也缺乏對文化及生態的思考，僅淪為大型房地產開發計畫。社子島居民的生存權、財產權和居住權，已經受到嚴重的戕害。

綠黨謹請柯市府納採監察委員的諍言，並聽進社子島民眾的心聲，解除禁建，給予合理的容積條件，讓居民原地改建，改善生活環境，並保留在地人文及歷史。

📰 新聞來源：https://bit.ly/37XLQrL

#社子島
#柯文哲
#財產權
#居住權

———

⭕️加入綠黨 》http://goo.gl/GHAHVu  
✅線上捐款 》http://goo.gl/dmZ94R
✏️ 反統一公投連署 》https://bit.ly/2XCgpzH
填完可寄到：100 台北市中正區北平東路28號6樓 綠黨收 02-2392-0508",NA,NA,NA,2020-07-03,2020-07-08,TWD,綠黨,687834967919256,綠黨北北基黨部,1000,1499,1000545827045013,10000,14999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=1000545827045013&access_token={access_token}
2020-07-01,"感謝「#小銘與小玄」、「#厭世姬和簡莉穎」及「#鵬鵬與大資」的溫馨分享，同婚一週年，讓我們向更平等的台灣邁進！👉https://pse.is/QKEX3
　　　　　　　
2019 年 5 月 24 號，台灣成為亞洲第一個同志可以結婚的國家，相愛的人們終於可以牽起彼此的手， 一起規劃屬於彼此的未來 🌈
　　　　　
▶ 但是，幸福背後的隱憂仍然存在.....
　　　
彩虹平權大平台過去 3 年多來，以 #婚姻平權大平台 的身分推動同婚，並經歷立法院修法、大法官釋憲以及反同公投的重創，我們深刻了解：推動平權的路上，法律、政治和社會等領域的改革和推動都非常重要、缺一不可。
　　　　　　　
尤其在面對反對勢力的打壓時，同志更要培養實力，才有保護自己的能力，避免未來可能再面臨攻擊跟傷害！
　　　　　　　　　　
▶ 希望有你的支持，一起爭取更平等的未來！
　　　
完成同性婚姻這個階段性任務後，大平台立案改名並發起「看見彩虹好日｜不再恐同集資計畫」。我們將善用過去在法案推動、政治遊說、社會對話等領域的豐富經驗，致力在法案、社會、政治和國際四大領域推動平權，提前阻止下一個因歧視而誕生的悲劇，守護每個人愛與被愛的權力，並進一步推動同志共同收養、生殖、跨國同婚等議題。
　　　　　　　
議題的倡議、行動，以及團隊的長期運作，都需要大量、穩定的資源投入。慶賀同婚週年的歡欣，也不會忘記前方的路依然要堅定前行。
　　　　　　　　　
希望有你的支持，
我們一起為這片土地繼續努力，讓台灣可以真正平等且自在生活，
天天都是 #彩虹好日，需要你我共同讓平權繼續前進 👉https://pse.is/QKEX3
　　　　
--
🌈 集資計畫共需 3,000 人支持，邀請你一起為平權堅定前行
>> https://pse.is/QKEX3
　　　
#彩虹平權大平台　
#看見彩虹好日 #不再恐同集資計畫",https://pse.is/QKEX3,支持計畫，力挺平權！,📣 同婚週年專訪影片｜達成同婚里程碑，邀請支持「不再恐同計畫」，爭取更平等的未來！,2020-07-05,2020-07-06,TWD,彩虹平權大平台,200363073753153,彩虹平權大平台,0,99,781696822570823,0,999,5001,10000,https://www.facebook.com/ads/archive/render_ad/?id=781696822570823&access_token={access_token}
2020-06-27,"柯文哲在同婚公投投廢票？

＃真正的問題還不只是口頭上前後不一
＃性平會有護家盟才是柯市長的人權表態
＃台北市政府性平火車頭開倒車從柯市長開始

柯文哲市長昨天晚上發文說，他認為人權不能公投，所以2018年底的公投，是投廢票。發文後，引發網路大戰。

＃先弄清基本立場

首先，無論人權能不能公投，請問柯市長對於婚姻平權，到底支不支持？

因為這是基本人權立場的問題。但是，從柯市長三次針對同志能否合法成家（專法或民法，對柯市長來說，應該也太複雜了），我們完全看不出柯市長對於人權基本題，究竟是支持還是反對。

2020/6/26 柯P改口同婚投廢票 她諷：難怪爺爺過世原因每次都不同
https://reurl.cc/xZM0L1

＃不要聽他說什麼要看他做什麼？

又有柯粉護航說，其實，釋憲案是台北市政府提出的。台北市政府也做了彩虹地景等。

我想說的是，其實，台北市政府在台灣性別平等的歷史上，本來就一直是超前領先的。

在陳水扁擔任台北市長時期如此，馬英九擔任台北市長時也是如此。台灣第一個政府層級的婦女權益促進會（後更名為台北市女性權益促進委員會），就是陳水扁時期在台北市政府成立的。台北市長陳水扁還是第一個開放市長公館給同志團體辦活動（雖然後來答應主持同志婚禮爽約）。馬市長任內提出預算，舉辦「台北同玩節」。此外，北市府也是第一個有「性別平等辦公室」的地方縣市政府。因此，台北市政府可以說是全台地方政府中，最友善性別的公務體系與文化。

但，台北市政府這個在性別平權上的光榮歷史，已經被柯市長打破。

＃柯市府是第一個開大門歡迎不具委員資格的護家盟曾獻瑩列席發言的台北市府

＃性別團體不斷抗議柯市府就是充耳不聞

過去的陳水扁、馬英九、甚至郝龍斌市長，無論個人對婦女權益或同志平權，願意付出到什麼程度，沒有人公然讓反同人士進入原本應該守護性別平等的相關委員會。

這個在行動上倒退反挫的立場，柯市長不但沒有阻止，還公然護航。（請見文末新聞整理）

柯市長用他的行政權力讓台北市政府在性別平權上倒退。但，他得到了保守團體的認可、支持後，卻還想要用口頭上的進步價值，企圖欺騙那些心中仍有進步價值的選民。

這樣的柯文哲有很奇怪，很難理解嗎？

柯文哲在 ＃主權 價值上的「前後不一」，和他在 ＃同志平權 價值上的「前後不一」，是不是非常相向？

從2014年到2020年，我們已經有了六年的柯文哲經驗值。要和柯市長談「價值」，就像要和柯市長談「公開透明」一樣，都是 ＃緣木求魚！！！

註一：
臺北市教育局自2017年3月31日開始的第6屆第5次性平會，就自行決定把「不是委員」的國中、高中、高職家長聯合會列為每次「開會通知單」的「固定出席者 」，護航反同大將曾獻瑩與會。

2017/4/19小聯會性平教育研習 竟篩選入場 性平辦公室人員也被阻擋
https://reurl.cc/E7lzjk

2017/9/7 性平團體：反同代表曾獻瑩常列席性平會
https://reurl.cc/QdA34q

2017/9/7北市性平會增4席家長代表　苗博雅：遇反同團體膝蓋就軟！
https://reurl.cc/V6OXMY

2018/3/5北市性平會遴選辦法藏玄機 民團轟教育局獨厚家長團體
https://reurl.cc/vDO1vj

2018/3/5反同入侵北市性平會　委員遴選挨轟獨厚「家長團體」
https://reurl.cc/Njd6l6

2018/3/5 北市性平會遴選挨批獨厚特定家長團體 民團要求中止遴選
https://reurl.cc/yZNgYD

2018/3/5 曾有成員公開反同，台北市性平會為什麼「不得不」獨厚「家長會聯合會」？
https://reurl.cc/exl8Xb

2018/3/6 北市性平會擬納入「家長會代表」 大開性平教育倒車？
https://reurl.cc/Mv5dRW

2018/4/20 社民黨在北市議會前，與性平團體抗議議會遭反同家長團體綁架
https://reurl.cc/0o0Ovl

2020/6/5 【紀錄亂改難把關】柯文哲擱置性平會直播訴求　遭酸「公開透明自助餐？」
https://reurl.cc/armve3

2020/6/14 【性平會黑幕】沒收爭議案、逼成員撕紀錄毀證　 柯市府挨轟行政干預
https://reurl.cc/O13qYD",NA,NA,NA,2020-06-28,2020-07-01,TWD,"范雲  FAN, Yun",1025786357451330,"范雲  FAN, Yun",800,899,1007157943071638,20000,24999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=1007157943071638&access_token={access_token}
